title,description,Genre,Actors,Poster,imdb_score,tags
Gattaca,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.","Drama, Sci-Fi, Thriller","Ethan Hawke, Gore Vidal, Uma Thurman, Xander Berkeley",https://images-na.ssl-images-amazon.com/images/M/MV5BNDQxOTc0MzMtZmRlOS00OWQ5LWI2ZDctOTAwNmMwOTYxYzlhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.8,"In a future society in the era of indefinite eugenics, humans are set on a life course depending on their DNA. Young Vincent Freeman is born with a condition that would prevent him from space travel, yet is determined to infiltrate the GATTACA space program.MOVIEDrama, Sci-Fi, ThrillerUSEthan Hawke, Gore Vidal, Uma Thurman, Xander Berkeley"
Starship Troopers,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".","Action, Adventure, Sci-Fi, Thriller","Dina Meyer, Jake Busey, Denise Richards, Casper Van Dien",http://ia.media-imdb.com/images/M/MV5BNThlOTFhOGEtZjE2NC00MzMzLThkYWItZjlkNWNlMDAzMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,"Set in the future, the story follows a young soldier named Johnny Rico and his exploits in the Mobile Infantry. Rico's military career progresses from recruit to non-commissioned officer and finally to officer against the backdrop of an interstellar war between mankind and an arachnoid species known as ""the Bugs"".MOVIEAction, Adventure, Sci-Fi, ThrillerUSDina Meyer, Jake Busey, Denise Richards, Casper Van Dien"
Donnie Brasco,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,"Biography, Crime, Drama","Michael Madsen, Bruno Kirby, Johnny Depp, Al Pacino",https://images-na.ssl-images-amazon.com/images/M/MV5BYWQxOGQwY2QtMjcwMS00MDVhLTk3NDQtZjY0YzQ2OGRkNjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.7,"An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.MOVIEBiography, Crime, DramaUSMichael Madsen, Bruno Kirby, Johnny Depp, Al Pacino"
U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.","Action, Crime, Thriller","Tommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano",https://images-na.ssl-images-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,6.5,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.MOVIEAction, Crime, ThrillerUSTommy Lee Jones, Wesley Snipes, Robert Downey Jr., Joe Pantoliano"
Last Action Hero,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.","Action, Adventure, Comedy, Fantasy","Charles Dance, Art Carney, Arnold Schwarzenegger, F. Murray Abraham",https://images-na.ssl-images-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,6.4,"Following the death of his father, young Danny Madigan takes comfort in watching action movies featuring the indestructible Los Angeles cop Jack Slater. After being given a magic ticket by theater manager Nick, Danny is sucked into the screen and bonds with Slater. When evil fictional villain Benedict gets his hands on the ticket and enters the real world, Danny and Jack must follow and stop him.MOVIEAction, Adventure, Comedy, FantasyUSCharles Dance, Art Carney, Arnold Schwarzenegger, F. Murray Abraham"
Seven Years in Tibet,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.","Adventure, Biography, Drama, History, War","Brad Pitt, Mako, David Thewlis, BD Wong",https://images-na.ssl-images-amazon.com/images/M/MV5BYmM4ZDhhNmItMDEyZi00NDUyLTk3MzUtMzE5NTE1ZWM0N2UyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,7.1,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.MOVIEAdventure, Biography, Drama, History, WarUSBrad Pitt, Mako, David Thewlis, BD Wong"
A River Runs Through It,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.",Drama,"Brad Pitt, Brenda Blethyn, Craig Sheffer, Tom Skerritt",http://ia.media-imdb.com/images/M/MV5BMTM2Nzc5MjI4NF5BMl5BanBnXkFtZTYwNzgwMjc5._V1_SX300.jpg,7.2,"A River Runs Through is a cinematographically stunning true story of Norman Maclean. The story follows Norman and his brother Paul through the experiences of life and growing up, and how their love of fly fishing keeps them together despite varying life circumstances in the untamed west of Montana in the 1920's.MOVIEDramaUSBrad Pitt, Brenda Blethyn, Craig Sheffer, Tom Skerritt"
"Girl, Interrupted","Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.","Biography, Drama","Clea DuVall, Brittany Murphy, Winona Ryder, Angelina Jolie",https://images-na.ssl-images-amazon.com/images/M/MV5BNzdjZDYwM2QtMGNlZS00MGQzLTlhMjctYTU4NWI5MWJlYmQwXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,7.3,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.MOVIEBiography, DramaUS, DEClea DuVall, Brittany Murphy, Winona Ryder, Angelina Jolie"
Menace II Society,A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.,"Crime, Drama, Thriller","Toshi Toda, Larenz Tate, Tyrin Turner, June Kyoto Lu",https://images-na.ssl-images-amazon.com/images/M/MV5BNTFlMDg2MGEtODk2My00MGNhLThkMDAtY2Y5OWNlM2FkNjQ1XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,7.5,"A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.MOVIECrime, Drama, ThrillerUSToshi Toda, Larenz Tate, Tyrin Turner, June Kyoto Lu"
In the Line of Fire,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.","Action, Crime, Drama, Thriller","Clint Eastwood, Rene Russo, John Malkovich, Dylan McDermott",https://images-na.ssl-images-amazon.com/images/M/MV5BMjdhYjRlMTgtNTMzOS00OTZlLWIxMjAtNjM4NGY0NGQxODM3XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7.2,"Veteran Secret Service agent Frank Horrigan is a man haunted by his failure to save President Kennedy while serving protection detail in Dallas. Thirty years later, a man calling himself ""Booth"" threatens the life of the current President, forcing Horrigan to come back to protection detail to confront the ghosts from his past.MOVIEAction, Crime, Drama, ThrillerUSClint Eastwood, Rene Russo, John Malkovich, Dylan McDermott"
The Replacements,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.","Comedy, Sport","Keanu Reeves, Gene Hackman, Orlando Jones, Brooke Langton",http://ia.media-imdb.com/images/M/MV5BMTQyMDQwMDgwNl5BMl5BanBnXkFtZTgwOTU5ODA5MjE@._V1_SX300.jpg,6.6,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.MOVIEComedy, SportUSKeanu Reeves, Gene Hackman, Orlando Jones, Brooke Langton"
Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","Drama, Romance","Florence Pugh, Emma Watson, Eliza Scanlen, Saoirse Ronan",https://m.media-amazon.com/images/M/MV5BY2QzYTQyYzItMzAwYi00YjZlLThjNTUtNzMyMDdkYzJiNWM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,7.3,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.MOVIEDrama, RomanceUSFlorence Pugh, Emma Watson, Eliza Scanlen, Saoirse Ronan"
Little Women,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.","Drama, Family, Romance","Trini Alvarado, Winona Ryder, Samantha Mathis, Gabriel Byrne",https://images-na.ssl-images-amazon.com/images/M/MV5BZDZjNWU0NmUtMGI1NS00YmI0LWIxNDctNWMwYTRlNWQxYTNiXkEyXkFqcGdeQXVyMjA5MTIzMjQ@._V1_SX300.jpg,7.3,"With their father away as a chaplain in the Civil War, Jo, Meg, Beth and Amy grow up with their mother in somewhat reduced circumstances. They are a close family who inevitably have their squabbles and tragedies. But the bond holds even when, later, male friends start to become a part of the household.MOVIEDrama, Family, RomanceUSTrini Alvarado, Winona Ryder, Samantha Mathis, Gabriel Byrne"
Anaconda,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.","Action, Adventure, Horror, Thriller","Eric Stoltz, Ice Cube, Jennifer Lopez, Jon Voight",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzMTU5NjcxNl5BMl5BanBnXkFtZTcwMzE2NDU2MQ@@._V1_SX300.jpg,4.8,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.MOVIEAction, Adventure, Horror, ThrillerPE, US, BREric Stoltz, Ice Cube, Jennifer Lopez, Jon Voight"
My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","Comedy, Drama, Family, Romance","Macaulay Culkin, Jamie Lee Curtis, Dan Aykroyd, Anna Chlumsky",https://m.media-amazon.com/images/M/MV5BYWM2ZDliNjItZTcxOC00NTY2LWE1ODctNzRhNGM3YWIyYjBiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,6.9,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...MOVIEComedy, Drama, Family, RomanceUSMacaulay Culkin, Jamie Lee Curtis, Dan Aykroyd, Anna Chlumsky"
My Girl,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...","Comedy, Romance","Charwin Jitsomboon, Wongsakorn Rassamitat, Charlie Trairat, Focus Jirakul",https://m.media-amazon.com/images/M/MV5BNzg1MWRhMDYtMWI5NC00ZmE4LTg2MjYtNWE2ZTY0YzI1MzI0XkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_SX300.jpg,6.9,"Vada Sultenfuss is obsessed with death. Her mother is dead, and her father runs a funeral parlor. She is also in love with her English teacher, and joins a poetry class over the summer just to impress him. Thomas J., her best friend, is ""allergic to everything"", and sticks with Vada despite her hangups. When Vada's father hires Shelly, and begins to fall for her, things take a turn to the worse...MOVIEComedy, RomanceUSCharwin Jitsomboon, Wongsakorn Rassamitat, Charlie Trairat, Focus Jirakul"
